parent_asin,title,main_category,price,store,categories,average_rating,rating_number,features,description,cb_text,image_url
B08WCG4JCC,"GIOVANNI Hemp Hydrating Hair Shine Spray, 4.3 oz. - Hemp Seed Oil, Aloe Vera, Frankincense Helps Stimulate Moisturize & Revitalize Damaged Hair, No Parabens, Color Safe, Lauryl & Laureth Sulfate Free",All Beauty,10.99,GIOVANNI,[],4.4,830,"SEALED IN STYLE: GIOVANNI Hemp Hydrating Hair Shine Spray creates gloss that rocks, with a smooth surface that talksThis Mist will seal in any hairstyle, bridging the gap between natural and salon quality. SMOOTH SURFACE: Hemp Hydrating Spray effectively smooths away frizz and flyaways, leaving you with shine. COLOR SAFE: GIOVANNI Hemp Hydrating Hair Shine Spray is 100% color-safe and nourishes hair with a proprietary blend of vitamins, antioxidants, and omega fatty acids without stripping color. VEGAN-FRIENDLY & CRUELTY-FREE: GIOVANNI Products use a number of organic ingredients and are Leaping Bunny Certified cruelty free. GIOVANNI Products are never tested on animals and come in sophisticated recyclable packaging. LAURYL & LAURETH SULFATE FREE: GIOVANNI products do not contain harsh chemicals commonly used in regular beauty products, leaving you with strong, beautiful hair","GIOVANNI Hemp Hydrating Hair Shine Spray creates gloss that rocks, with a smooth surface that talks. This Mist will seal in any hairstyle, bridging the gap between natural and salon quality. GIOVANNI was the first full-range, salon-inspired hair-care brand in natural product stores, and today is the #1 selling Hair Care* lines in the United States Natural Products Industry. But before there was a brand, there was a pioneer. Arthur Guidotti had a vision and a love for all things hair. He began developing his passion as a hairstylist in Hollywood and Beverly Hills. By the 1960s, Arthur was maturing his talents and decided to open his own salon, called On Sunset. The salon was a bustling site, on the famous Sunset Strip, and a hit with many Hollywood celebrities, including Lucille Ball. Since 1979 the GIOVANNI Rule of Balance has been our commitment to make each product as pure and as natural as possible without sacrificing exceptional product performance. GIOVANNI is committed to creating only the highest-performance formulations, wrapped in aesthetically beautiful packaging and marketed with extraordinary visuals and graphics.*According to SPINs.","GIOVANNI Hemp Hydrating Hair Shine Spray, 4.3 oz. - Hemp Seed Oil, Aloe Vera, Frankincense Helps Stimulate Moisturize & Revitalize Damaged Hair, No Parabens, Color Safe, Lauryl & Laureth Sulfate Free GIOVANNI Hemp Hydrating Hair Shine Spray creates gloss that rocks, with a smooth surface that talks. This Mist will seal in any hairstyle, bridging the gap between natural and salon quality. GIOVANNI was the first full-range, salon-inspired hair-care brand in natural product stores, and today is the #1 selling Hair Care* lines in the United States Natural Products Industry. But before there was a brand, there was a pioneer. Arthur Guidotti had a vision and a love for all things hair. He began developing his passion as a hairstylist in Hollywood and Beverly Hills. By the 1960s, Arthur was maturing his talents and decided to open his own salon, called On Sunset. The salon was a bustling site, on the famous Sunset Strip, and a hit with many Hollywood celebrities, including Lucille Ball. Since 1979 the GIOVANNI Rule of Balance has been our commitment to make each product as pure and as natural as possible without sacrificing exceptional product performance. GIOVANNI is committed to creating only the highest-performance formulations, wrapped in aesthetically beautiful packaging and marketed with extraordinary visuals and graphics.*According to SPINs. SEALED IN STYLE: GIOVANNI Hemp Hydrating Hair Shine Spray creates gloss that rocks, with a smooth surface that talksThis Mist will seal in any hairstyle, bridging the gap between natural and salon quality. SMOOTH SURFACE: Hemp Hydrating Spray effectively smooths away frizz and flyaways, leaving you with shine. COLOR SAFE: GIOVANNI Hemp Hydrating Hair Shine Spray is 100% color-safe and nourishes hair with a proprietary blend of vitamins, antioxidants, and omega fatty acids without stripping color. VEGAN-FRIENDLY & CRUELTY-FREE: GIOVANNI Products use a number of organic ingredients and are Leaping Bunny Certified cruelty free. GIOVANNI Products are never tested on animals and come in sophisticated recyclable packaging. LAURYL & LAURETH SULFATE FREE: GIOVANNI products do not contain harsh chemicals commonly used in regular beauty products, leaving you with strong, beautiful hair",https://m.media-amazon.com/images/I/31zMWSwYbxL._SS40_.jpg
B0C4LR3NZT,"U Beauty Preface Kit | Skin Care Gift Value Set with Retinol, Vitamin C Serum Anti-Aging Essentials Skin Tightening Arm Cream + Facial Hyaluronic Acid Morning and Night - 2.7oz (Set of 3)",All Beauty,158.0,U Beauty,[],4.4,33,"Our three cult-favorite hero products in an exclusive getaway-ready kit: The essential Travel Trio features the Resurfacing Compound 15ml, SUPER Hydrator 15ml, and SCULPT Arm Compound 50ml.","Our three cult-favorite hero products in an exclusive getaway-ready kit: The essential Travel Trio features the Resurfacing Compound 15ml, SUPER Hydrator 15ml, and SCULPT Arm Compound 50ml.","U Beauty Preface Kit | Skin Care Gift Value Set with Retinol, Vitamin C Serum Anti-Aging Essentials Skin Tightening Arm Cream + Facial Hyaluronic Acid Morning and Night - 2.7oz (Set of 3) Our three cult-favorite hero products in an exclusive getaway-ready kit: The essential Travel Trio features the Resurfacing Compound 15ml, SUPER Hydrator 15ml, and SCULPT Arm Compound 50ml. Our three cult-favorite hero products in an exclusive getaway-ready kit: The essential Travel Trio features the Resurfacing Compound 15ml, SUPER Hydrator 15ml, and SCULPT Arm Compound 50ml.",https://m.media-amazon.com/images/I/31IG+qRr6ML._SS40_.jpg
B089KBMST6,Mini Rubber Bands Soft Elastic Bands for Kids Hair Non-slip Rubber Hair Bands Soft Hair Elastics Ties Bands Braids Hair for Girls - STRONG - REUSEABLE (Colorful1000+Black1000),All Beauty,16.99,OLEWELL,[],3.7,22,,,Mini Rubber Bands Soft Elastic Bands for Kids Hair Non-slip Rubber Hair Bands Soft Hair Elastics Ties Bands Braids Hair for Girls - STRONG - REUSEABLE (Colorful1000+Black1000),https://m.media-amazon.com/images/I/51nb1pUNwRL._SS40_.jpg
B07JGD2T2J,RUGGED & DAPPER Active Regimen Grooming and Skincare Set for Men | Includes Body Wash Shampoo + Face Wash + Facial Moisturizer + Shaving Cream in a Travel Bag,All Beauty,16.99,RUGGED & DAPPER,[],4.4,130,,,RUGGED & DAPPER Active Regimen Grooming and Skincare Set for Men | Includes Body Wash Shampoo + Face Wash + Facial Moisturizer + Shaving Cream in a Travel Bag,https://m.media-amazon.com/images/I/41KAhij5HrL._SS40_.jpg
B01CUPHRQM,Beard Oil - Rousing Citrus Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men,All Beauty,16.99,BEARDSMEN SPIRIT,[],3.3,150,,,Beard Oil - Rousing Citrus Scent - Huge Man-Sized 4 oz Bottle - 100% Natural - Softens Your Beard and Stops Itching - Scent Women Love - Best Beard Oil And Conditioner For Men,https://m.media-amazon.com/images/I/51HyAd8gs9L._SS40_.jpg
B08HVRP54L,"So'Bio Étic | Moisturizing Fresh Gel Cream | Organic Face Moisturizer for Combination Skin | 24 hr Hydrating, Balancing & Plumping | 0.5 fl oz",All Beauty,16.99,So'Bio Étic,[],3.7,33,,,"So'Bio Étic | Moisturizing Fresh Gel Cream | Organic Face Moisturizer for Combination Skin | 24 hr Hydrating, Balancing & Plumping | 0.5 fl oz",https://m.media-amazon.com/images/I/41p1B08ZBoL._SS40_.jpg
B0919R1CYT,Fragrantshare Makeup Brushes Professional Organizer Foundation Brush for Liquid makeup Travel 9Pcs Sets - Odorless Fiber Hair - Light Blue,All Beauty,16.99,FragrantShare,[],4.3,23,,,Fragrantshare Makeup Brushes Professional Organizer Foundation Brush for Liquid makeup Travel 9Pcs Sets - Odorless Fiber Hair - Light Blue,https://m.media-amazon.com/images/I/51dezoocKqS._SS40_.jpg
B08B3TCMSQ,lootaan 500 Pieces False Nails French Acrylic Fake Nails Tips Half Cover Artificial Fake Nails With Box and False Nail Clipper for Women Girl,All Beauty,16.99,lootaan,[],4.4,23,,,lootaan 500 Pieces False Nails French Acrylic Fake Nails Tips Half Cover Artificial Fake Nails With Box and False Nail Clipper for Women Girl,https://m.media-amazon.com/images/I/41KdLq0FZwL._SS40_.jpg
B08F7WFLCT,"Make-up Organizers Storage Cosmetic Organizer Display Case Dustproof Storage Box Waterproof Holder Used for Bathroom w/Handle Christmas Gift 12""L x 16""H White",All Beauty,16.99,LOMANTOWN,[],4.1,34,,,"Make-up Organizers Storage Cosmetic Organizer Display Case Dustproof Storage Box Waterproof Holder Used for Bathroom w/Handle Christmas Gift 12""L x 16""H White",https://m.media-amazon.com/images/I/41MqC9YBTeL._SS40_.jpg
B083122WRC,COSYMAY 20 inch Human Hair Wig for Women Long Black Wig with Bangs 4x4 Lace Closure Straight Wig Brazilian Virgin Hair Full Wig Average Size 1B,All Beauty,16.99,COSYMAY,[],3.6,24,,,COSYMAY 20 inch Human Hair Wig for Women Long Black Wig with Bangs 4x4 Lace Closure Straight Wig Brazilian Virgin Hair Full Wig Average Size 1B,https://m.media-amazon.com/images/I/41BJbopTvQL._SS40_.jpg
B088GWCVVJ,"Easydew Daily Double Hydra Cream 2.02 fl oz - Moisturizing Cream with EGF & Serine of NMFHydrating, Soothing, Anti-Aging EGF, Serine - N.M.F(Natural Moisturizing Factors) for Oily, Sensitive, Acne-Prone, Dry Skin Types",All Beauty,16.99,EASYDEW,[],4.5,42,,,"Easydew Daily Double Hydra Cream 2.02 fl oz - Moisturizing Cream with EGF & Serine of NMFHydrating, Soothing, Anti-Aging EGF, Serine - N.M.F(Natural Moisturizing Factors) for Oily, Sensitive, Acne-Prone, Dry Skin Types",https://m.media-amazon.com/images/I/314PVMaNrSL._SS40_.jpg
B09BN5TYK5,COSYOO Fashion Boho Headbands for Women 12PCS Hair Band Elastic Vintage Button Knotted Headbands Head Wrap Floral Bandeau Headbands,All Beauty,16.99,COSYOO,[],4.5,15,,,COSYOO Fashion Boho Headbands for Women 12PCS Hair Band Elastic Vintage Button Knotted Headbands Head Wrap Floral Bandeau Headbands,https://m.media-amazon.com/images/I/519WrcXgtbL._SS40_.jpg
B07PTQHSQS,"DERMALOGY by NEOGENLAB Real Charcoal Pad, 60 Count",Premium Beauty,16.99,,[],4.0,47,,,"DERMALOGY by NEOGENLAB Real Charcoal Pad, 60 Count","https://m.media-amazon.com/images/I/41S7AszHzrL._SX38_SY50_CR,0,0,38,50_.jpg"
B08KJF6Y6C,UJM Magnetic Eyelashes 10 Pairs Reusable Magnetic Eyelash and Eyeliner Kit Natural Look False Lashes with Tweezers No Glue Needed Waterproof Magnetic Lashes,All Beauty,16.99,UJM,[],4.2,223,,,UJM Magnetic Eyelashes 10 Pairs Reusable Magnetic Eyelash and Eyeliner Kit Natural Look False Lashes with Tweezers No Glue Needed Waterproof Magnetic Lashes,https://m.media-amazon.com/images/I/51eYbVzxpJL._SS40_.jpg
B08MRRNL18,"Lenghthening Mascara by Almay,Volume & Lift, Eye Makeup, Hypoallergenic and Fragrance Free, 010 Blackest Black, 0.24 Fl Oz",All Beauty,7.13,Almay,[],4.2,831,"MASCARA THAT MAGNIFIES: Our gentle, buildable mascara lengthens, lifts, and conditions, ultimately creating a flawless, long lash look without clumping, flaking, or smudging CONDITIONING LASH FORMULA: Because we love your delicate eye area, this formula is enriched with a lash caring complex of plant based waxes and conditioners to nourish for healthy looking eyelashes SUSTAINABLE FORWARD: To reduce our footprint on the planet, this brush is made of 100% plant derived bristles (that evenly coat lashes from root to tip); the packaging is made with post consumer recycled materials FORMULATED WITHOUT: Parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan SUITABLE FOR SENSITIVE EYES: As part of the Almay promise, this product is hypoallergenic and ophthalmologist tested; it is also clean, cruelty free, fragrance free, and suitable for sensitive eyes and contact lens wearers","Enjoy visibly longer, lifted lashes in one gentle swipe with Almay Length & Lift Mascara™. Our clean, flake-free formula is enriched with a lash-caring complex of plant-based waxes and hair conditioners that nourish for healthy looking eyelashes. Plus, the brush is made of 100% plant-derived bristles that are designed to evenly coat and separate lashes from root to tip. We also ensured that our newest mascara is smooth and buildable—no clumps or smudging—making it the perfect finishing touch to any look, be it everyday glam, a smoky eye, or cat eye. What’s more, we tested our product to ensure it is suitable for sensitive eyes and contact lens wearers, so go ahead and magnify lashes to your chosen intensity! And because we love the environment as much as we love your delicate eyes, part of the mascara packaging is made with post-consumer recycled materials. Formulated without added parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan. As always, hypoallergenic. Ophthalmologist tested. Clean. Cruelty free. Fragrance free.","Lenghthening Mascara by Almay,Volume & Lift, Eye Makeup, Hypoallergenic and Fragrance Free, 010 Blackest Black, 0.24 Fl Oz Enjoy visibly longer, lifted lashes in one gentle swipe with Almay Length & Lift Mascara™. Our clean, flake-free formula is enriched with a lash-caring complex of plant-based waxes and hair conditioners that nourish for healthy looking eyelashes. Plus, the brush is made of 100% plant-derived bristles that are designed to evenly coat and separate lashes from root to tip. We also ensured that our newest mascara is smooth and buildable—no clumps or smudging—making it the perfect finishing touch to any look, be it everyday glam, a smoky eye, or cat eye. What’s more, we tested our product to ensure it is suitable for sensitive eyes and contact lens wearers, so go ahead and magnify lashes to your chosen intensity! And because we love the environment as much as we love your delicate eyes, part of the mascara packaging is made with post-consumer recycled materials. Formulated without added parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan. As always, hypoallergenic. Ophthalmologist tested. Clean. Cruelty free. Fragrance free. MASCARA THAT MAGNIFIES: Our gentle, buildable mascara lengthens, lifts, and conditions, ultimately creating a flawless, long lash look without clumping, flaking, or smudging CONDITIONING LASH FORMULA: Because we love your delicate eye area, this formula is enriched with a lash caring complex of plant based waxes and conditioners to nourish for healthy looking eyelashes SUSTAINABLE FORWARD: To reduce our footprint on the planet, this brush is made of 100% plant derived bristles (that evenly coat lashes from root to tip); the packaging is made with post consumer recycled materials FORMULATED WITHOUT: Parabens, phthalates, SLS, mineral oil, DMDM Hydantoin, formaldehydes, and Triclosan SUITABLE FOR SENSITIVE EYES: As part of the Almay promise, this product is hypoallergenic and ophthalmologist tested; it is also clean, cruelty free, fragrance free, and suitable for sensitive eyes and contact lens wearers",https://m.media-amazon.com/images/I/31RFcLOoeXL._SS40_.jpg
B0B8SFDJN9,Hyaluronic Acid & Caffeine Eye Roller Serum for Men with Vitamin C – Made in USA – Depuffing Eye Roller Ball for Dark Circles & Puffiness – Mens Day & Night Anti-Aging Under Eye Serum Roller – 10ml (0.68 Fl Oz (Pack of 2)),All Beauty,36.99,Gentlehomme,[],3.8,508,"UNDER-EYE SERUM ROLLER- An Easy-to-apply serum for dark circles and puffiness. Designed with a cooling eye roller ball to help reduce eye puffiness. Formulated with a cooling caffeine, hyaluronic acid and vitamin c to help brighten the skin under your eyes for a refreshed look. Comes with a velvet pouch to easily carry on the go. VITAMIN C TO REVIVE THE SKIN - We formulated our eye depuffer with vitamin c to help with dark circles under the eyes. See maximum results with our Alive Eye-Roller for men by using it every night before bed to wake up feeling and looking refreshed. CAFFEINE-INFUSED - Since coffee is a natural antioxidant, it’s the ideal ingredient to use as an eye serum to help firm, tighten and restore the skin. Coffee can help reduce dark circles and puffiness by improving blood circulation. COOLING METAL ROLLER - Our Alive Eye Roller for men may help reduce the look of tired eyes when massaged around the eyes. The metal feel will help brighten, revitalize and smooth the under-eye area. PREMIUM QUALITY INGREDIENTS for ALL SKIN TYPES – This premium eye roller is great for men of all skin types. We created Gentlehomme to give men the option to also take care of their skin with products exclusively made for a man's skin and we pride ourselves on sourcing every ingredient from the purest forms and offering the highest-quality products for dudes.",,"Hyaluronic Acid & Caffeine Eye Roller Serum for Men with Vitamin C – Made in USA – Depuffing Eye Roller Ball for Dark Circles & Puffiness – Mens Day & Night Anti-Aging Under Eye Serum Roller – 10ml (0.68 Fl Oz (Pack of 2))  UNDER-EYE SERUM ROLLER- An Easy-to-apply serum for dark circles and puffiness. Designed with a cooling eye roller ball to help reduce eye puffiness. Formulated with a cooling caffeine, hyaluronic acid and vitamin c to help brighten the skin under your eyes for a refreshed look. Comes with a velvet pouch to easily carry on the go. VITAMIN C TO REVIVE THE SKIN - We formulated our eye depuffer with vitamin c to help with dark circles under the eyes. See maximum results with our Alive Eye-Roller for men by using it every night before bed to wake up feeling and looking refreshed. CAFFEINE-INFUSED - Since coffee is a natural antioxidant, it’s the ideal ingredient to use as an eye serum to help firm, tighten and restore the skin. Coffee can help reduce dark circles and puffiness by improving blood circulation. COOLING METAL ROLLER - Our Alive Eye Roller for men may help reduce the look of tired eyes when massaged around the eyes. The metal feel will help brighten, revitalize and smooth the under-eye area. PREMIUM QUALITY INGREDIENTS for ALL SKIN TYPES – This premium eye roller is great for men of all skin types. We created Gentlehomme to give men the option to also take care of their skin with products exclusively made for a man's skin and we pride ourselves on sourcing every ingredient from the purest forms and offering the highest-quality products for dudes.",https://m.media-amazon.com/images/I/41JO5w+2QrL._SS40_.jpg
